scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,2,25,50,37.5,False,-0.2830073274582699,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.30363161878852973,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.16224079503402683,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,5,100,125,112.5,False,-0.11138740185391208,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.024930627771953012,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,7,150,175,162.5,False,-0.095382275942917788,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,8,175,200,187.5,False,-0.045283596017142602,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.089384340827704897,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,10,225,250,237.5,False,-0.11875302952977428,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,11,250,275,262.5,False,-0.11148803028782402,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,12,275,300,287.5,False,-0.046799962417815665,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,13,300,325,312.5,False,-0.036874715731347173,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,14,325,350,337.5,False,-0.041787892344124687,448,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,16,375,400,387.5,False,-0.046797560147510076,448,ok
D235_F01_V01,235,1,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,10,225,250,237.5,False,-0.033626579359266467,448,ok
D235_F01_V01,235,1,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,12,275,300,287.5,False,-0.041427284879363327,448,ok
D235_F01_V01,235,1,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,16,375,400,387.5,False,-0.020210433540391239,448,ok
