scan_id,diameter_um,flow_mm_s,frame_lo,frame_hi,metric,n_geometry_valid,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D235_F03_V01,235,3,0,99,tail500,88,88,12,31894172.362543896,28124283.11116505,44666594.11168626,88,0,0
D235_F03_V01,235,3,0,99,RI100,88,88,12,0.21999035273838685,0.14095375454101597,0.4616160503943959,88,0,0
D235_F03_V01,235,3,0,99,RI500,88,88,12,0.13853949076554489,0.088529965786937809,0.19976465746990518,88,0,0
D235_F03_V01,235,3,100,199,source,89,89,11,223587365.29993203,172656489.15184292,296775921.81526464,89,0,0
D235_F03_V01,235,3,100,199,tail100,89,89,11,47790293.256733641,41079417.853001535,57477067.019419722,89,0,0
D235_F03_V01,235,3,100,199,tail500,89,89,11,30369518.49296163,28207625.924985804,33561368.146534488,89,0,0
D235_F03_V01,235,3,100,199,RI100,89,89,11,0.21699448294426776,0.16494471893913837,0.29708956326509339,89,0,0
D235_F03_V01,235,3,100,199,RI500,89,89,11,0.13689870300643883,0.10397013150975,0.17537562191780756,89,0,0
D235_F03_V01,235,3,200,299,source,91,91,9,217022404.18000162,140256880.30797672,285048590.21357918,91,0,0
D235_F03_V01,235,3,200,299,tail100,91,91,9,48531330.66306302,35266311.038160764,58631897.865765385,91,0,0
D235_F03_V01,235,3,200,299,tail500,91,91,9,30188257.466568414,26332463.015438296,33104970.978068247,91,0,0
D235_F03_V01,235,3,200,299,RI100,91,91,9,0.22789435889786427,0.16372645197794239,0.30000082114899956,91,0,0
D235_F03_V01,235,3,200,299,RI500,91,91,9,0.14055188325747778,0.10985640105214534,0.18774453672160216,91,0,0
D235_F03_V01,235,3,300,399,source,91,91,9,200821370.32301468,150868267.91447732,262396939.13791785,91,0,0
D235_F03_V01,235,3,300,399,tail100,91,91,9,49669702.804468453,40370771.184361815,83417689.42375651,91,0,0
D235_F03_V01,235,3,300,399,tail500,91,91,9,30574912.944126599,27316072.0961546,37003816.743480891,91,0,0
D235_F03_V01,235,3,300,399,RI100,91,91,9,0.25260911303544903,0.18268158726912689,0.37929339942525264,91,0,0
D235_F03_V01,235,3,300,399,RI500,91,91,9,0.15502214818617635,0.11904964475144066,0.19435415328900948,91,0,0
D235_F03_V01,235,3,400,499,source,89,89,11,193802320.51590231,153403707.74707374,257761996.28181452,89,0,0
D235_F03_V01,235,3,400,499,tail100,89,89,11,53073849.39884378,42876460.06382864,63271934.85100133,89,0,0
D235_F03_V01,235,3,400,499,tail500,89,89,11,31771436.121089369,29072164.348761018,35990228.710998811,89,0,0
D235_F03_V01,235,3,400,499,RI100,89,89,11,0.27354537500361992,0.20407176902717225,0.35243095560665022,89,0,0
D235_F03_V01,235,3,400,499,RI500,89,89,11,0.16439253258584308,0.12363084507441764,0.20655008340354147,89,0,0
D235_F05_V01,235,5,0,99,source,82,82,18,242523984.68338466,179964355.8510882,324482981.31838197,82,0,0
D235_F05_V01,235,5,0,99,tail100,82,82,18,50526337.817677304,37931787.691996045,90644813.765229344,82,0,0
D235_F05_V01,235,5,0,99,tail500,82,82,18,31779612.970129754,27194826.42670691,40860901.82730417,82,0,0
D235_F05_V01,235,5,0,99,RI100,82,82,18,0.20826792575029007,0.148617011691033,0.33576397271260777,82,0,0
D235_F05_V01,235,5,0,99,RI500,82,82,18,0.1317726830482977,0.094192062241858235,0.16459372917159043,82,0,0
D235_F05_V01,235,5,100,199,source,86,86,14,223066027.39203393,170784319.57703122,285871745.07596439,86,0,0
D235_F05_V01,235,5,100,199,tail100,86,86,14,47322254.818958744,39448857.05605904,57508611.455038086,86,0,0
D235_F05_V01,235,5,100,199,tail500,86,86,14,30239547.538568623,27504107.337663896,33039502.403879795,86,0,0
D235_F05_V01,235,5,100,199,RI100,86,86,14,0.21551645260126678,0.16957647625350819,0.29334686845883662,86,0,0
D235_F05_V01,235,5,100,199,RI500,86,86,14,0.1363499487362631,0.10864235698703371,0.17833446408500669,86,0,0
D235_F05_V01,235,5,200,299,source,84,84,16,217298114.42231098,137297949.14820585,321238715.90729982,84,0,0
D235_F05_V01,235,5,200,299,tail100,84,84,16,47530951.408565685,37663774.642503746,60621118.602491923,84,0,0
D235_F05_V01,235,5,200,299,tail500,84,84,16,29813417.289041046,26405986.702085741,33144885.729283523,84,0,0
D235_F05_V01,235,5,200,299,RI100,84,84,16,0.22140539542745641,0.16155347857448854,0.3236164415216517,84,0,0
D235_F05_V01,235,5,200,299,RI500,84,84,16,0.13856380941356983,0.097248129884689311,0.19706421846027647,84,0,0
D235_F05_V01,235,5,300,399,source,88,88,12,203570009.36998537,152785211.34297296,263338369.44395843,88,0,0
D235_F05_V01,235,5,300,399,tail100,88,88,12,49211032.624961749,40393304.726731524,82798998.564097479,88,0,0
D235_F05_V01,235,5,300,399,tail500,88,88,12,30606816.681627307,27338622.442253873,37102407.193276852,88,0,0
D235_F05_V01,235,5,300,399,RI100,88,88,12,0.24881511610607046,0.18748836411928041,0.37918671436570811,88,0,0
D235_F05_V01,235,5,300,399,RI500,88,88,12,0.15198114708864119,0.12233119807379629,0.20811858658841967,88,0,0
D235_F05_V01,235,5,400,499,source,84,84,16,195176144.42268503,159173095.92281899,315867425.73488021,84,0,0
D235_F05_V01,235,5,400,499,tail100,84,84,16,49548626.610686384,39617941.985462248,61861213.457342006,84,0,0
D235_F05_V01,235,5,400,499,tail500,84,84,16,31016783.352244787,27997538.494526457,33258628.347511668,84,0,0
D235_F05_V01,235,5,400,499,RI100,84,84,16,0.2543499451203648,0.1763493867468976,0.33076923266678343,84,0,0
D235_F05_V01,235,5,400,499,RI500,84,84,16,0.15757013863419986,0.1042442049334216,0.19202033116127562,84,0,0
D235_F07_V01,235,7,0,99,source,77,77,23,249680151.95074746,181342656.01088679,325244321.22926605,77,0,0
D235_F07_V01,235,7,0,99,tail100,77,77,23,51746263.723126143,41129999.698945142,104840132.31549424,77,0,0
D235_F07_V01,235,7,0,99,tail500,77,77,23,31589305.652962174,27434444.136599522,43893658.198047213,77,0,0
D235_F07_V01,235,7,0,99,RI100,77,77,23,0.20908578919873499,0.14732697401681477,0.45914238488811188,77,0,0
D235_F07_V01,235,7,0,99,RI500,77,77,23,0.12839776293990995,0.094420858772390329,0.19107434300173881,77,0,0
