flow_mm_s,target_r_um,diameter_from_um,diameter_to_um,ri_r_median_from,ri_r_median_to,absolute_difference,percent_difference
3,220,128,235,0.20973029503447888,0.15573517672579751,-0.053995118308681367,-25.745025676812581
3,220,235,285,0.15573517672579751,0.14296359670021791,-0.012771580025579599,-8.2008318827457227
3,220,285,500,0.14296359670021791,0.22133649409596551,0.078372897395747598,54.820177447052252
3,220,128,500,0.20973029503447888,0.22133649409596551,0.011606199061486633,5.5338686571621025
3,230,128,235,0.20580373845512939,0.14855093023713359,-0.057252808217995804,-27.819129354872441
3,230,235,285,0.14855093023713359,0.14102019609395469,-0.0075307341431788966,-5.0694627971413562
3,230,285,500,0.14102019609395469,0.22086369381090831,0.079843497716953621,56.618484393368661
3,230,128,500,0.20580373845512939,0.22086369381090831,0.01505995535577892,7.3176296353150967
3,240,128,235,0.20498841425760739,0.14287922535611841,-0.062109188901488976,-30.298877683612321
3,240,235,285,0.14287922535611841,0.13792887863207631,-0.0049503467240420984,-3.4647071410862136
3,240,285,500,0.13792887863207631,0.2207648422521063,0.082835963620029984,60.057012310666259
3,240,128,500,0.20498841425760739,0.2207648422521063,0.015776427994498909,7.6962534939524883
