scan_id,flow_mm_s,target_r_um,n_frames,selected_r_um_median,max_abs_sampling_error_um,ri_r_observed_q1,ri_r_observed_median,ri_r_observed_q3,ri_r_corrected_q1,ri_r_corrected_median,ri_r_corrected_q3,V_observed_median,B_frozen_median
flow03,3,460,468,458.25,1.75,0.12098372956530848,0.15251106849629265,0.19427978243331143,-0.038275452841934413,0.012048709377813833,0.061939200423637007,23906514.672481343,22235485.02566522
flow03,3,470,468,471.65000000000003,1.6500000000000341,0.11960662395741187,0.15258800966542369,0.19721576027950058,-0.041832207453497715,0.0094630984893607183,0.058000462870820516,23487661.684492961,22700124.53632725
flow03,3,480,468,478.35000000000002,1.6499999999999773,0.11998473704608151,0.15387162734781878,0.19014805468085427,-0.03985136258155203,0.010839763414308107,0.060738048938950927,23222966.197746594,21771783.95710557
flow03,3,490,468,491.75,1.75,0.11834565304338573,0.15151162267922313,0.19587001091156642,-0.046465151874789216,0.0041741657898466764,0.057784630728840505,23333182.798696943,22180427.223122925
flow03,3,500,468,498.45000000000005,1.5499999999999545,0.11851413173278133,0.15218691789049704,0.19198507037213247,-0.034079111240475399,0.010268809136174957,0.057068223800340101,23397542.563355595,21146950.211870991
flow05,5,0,491,2.6500000000000115,2.6500000000000115,0.43247497909124399,0.56226564287445335,0.75432509489488553,0.30139826189223512,0.46308267091785993,0.6901846706098328,85188843.069548309,24927573.888371866
flow05,5,10,491,9.3500000000000121,0.64999999999998792,0.43544858185842039,0.57125216873353879,0.72845939379956426,0.31388334427474451,0.4698930449086316,0.65594724188640652,85857898.353741571,25137350.563402798
flow05,5,20,491,22.750000000000011,2.7500000000000107,0.38208014837500259,0.51219443817794708,0.66918330797775094,0.24668190557255149,0.405849499781681,0.59133124413572458,76969526.610908404,25321086.050910242
flow05,5,30,491,29.450000000000014,0.5499999999999865,0.36467657220144489,0.47290428851804428,0.64005937590375739,0.23470145340079676,0.3578081045456758,0.56286834164814015,74122533.85277082,24774788.546790253
flow05,5,40,491,42.850000000000016,2.8500000000000156,0.32080086596110569,0.4161164783282002,0.53055166778528184,0.1856976448613919,0.29105462030364027,0.43441764405657318,63581592.353640251,24595190.901745643
flow05,5,50,491,49.550000000000011,0.44999999999998863,0.31484061058646556,0.42612050884617408,0.5420065981858353,0.18114747190129915,0.29848990806409553,0.43593039757666852,63717722.340389557,25098146.561349254
flow05,5,60,491,62.95000000000001,2.9500000000000099,0.30781786022403607,0.40141122850220989,0.52695573034254739,0.16468668089516189,0.27644552713889353,0.42864789936539716,60845689.692950822,24809073.230960216
flow05,5,70,491,69.65000000000002,0.3499999999999801,0.30225463755405108,0.38996659291175967,0.51488638667306375,0.16009445539554465,0.26421075647925957,0.41176630040990969,58936522.53868442,24337535.167994205
flow05,5,80,491,83.050000000000011,3.0500000000000114,0.27324678196379826,0.3598563166599047,0.46163081975840303,0.12014526542598329,0.21650382349715644,0.33594928462241974,54088485.361109406,25723199.362029202
flow05,5,90,491,89.750000000000014,0.24999999999998579,0.2708570518322162,0.35329090073792474,0.44224874886762827,0.11993672332004916,0.21725968452078182,0.32806522691894147,54337430.807980604,24785897.754194889
flow05,5,100,491,103.15000000000002,3.1500000000000199,0.24828595659427016,0.31726300668726354,0.40676624151640184,0.091480246080325678,0.1802029740324034,0.27506543167307429,48080602.262877874,25438786.395240743
flow05,5,110,491,109.85000000000001,0.14999999999999147,0.24199009811539487,0.30762445685810197,0.40341685017191042,0.086424953475336255,0.16966764224362402,0.28734959813430749,47211688.303986549,24080915.50446165
