scan_id,diameter_um,flow_mm_s,target_r_um,n_frames,selected_r_um_median,max_abs_sampling_error_um,RI_r_q1,RI_r_median,RI_r_q3,raw_row_signal_median
D500_F09_V01,500,9,200,482,200.15000000000006,0.15000000000006253,0.21637632229493961,0.25003823387376006,0.27905812891741194,25916139.578100584
D500_F09_V01,500,9,300,482,300.65000000000009,0.65000000000009095,0.20760174845231083,0.23324683766487003,0.26279302688167927,24212659.584526531
D500_F09_V01,500,9,400,482,401.15000000000009,1.1500000000000909,0.20696580754370589,0.23197715496173507,0.25868197057317444,24227353.619856104
D500_F09_V01,500,9,500,482,501.65000000000009,1.6500000000000909,0.20842163155068663,0.23703037704435861,0.26268755854866654,24613068.618410192
D500_F10_V01,500,10,0,500,-0.84999999999993181,0.84999999999993181,0.31515240466344979,0.36317181314824631,0.41710405997841699,38015594.723182991
D500_F10_V01,500,10,50,500,52.750000000000071,2.7500000000000711,0.2640653571251228,0.30144075414518001,0.34266144436566348,31345758.76230289
D500_F10_V01,500,10,100,500,99.650000000000077,0.34999999999992326,0.24114515091810537,0.27612054707677369,0.31374076392326133,28969441.152790651
D500_F10_V01,500,10,200,500,200.15000000000006,0.15000000000006253,0.20995025774496406,0.24097273922474099,0.27507536517328979,25162344.239446282
D500_F10_V01,500,10,300,500,300.65000000000009,0.65000000000009095,0.20110754270551176,0.22910903967922858,0.26241307356487614,23994696.417673599
D500_F10_V01,500,10,400,500,401.15000000000009,1.1500000000000909,0.20034980626354923,0.22928101744895998,0.26145657274246159,23898426.915182699
D500_F10_V01,500,10,500,500,501.65000000000009,1.6500000000000909,0.20369985437047278,0.2304898636113209,0.25915582012516802,23990499.26409813
D500_F12_V01,500,12,0,500,-0.84999999999993181,0.84999999999993181,0.31982422229537255,0.36808590535128533,0.41651820383787092,38278624.225594729
D500_F12_V01,500,12,50,500,52.750000000000071,2.7500000000000711,0.27016514634422417,0.30604333539365103,0.34908163449060575,32085880.805012103
D500_F12_V01,500,12,100,500,99.650000000000077,0.34999999999992326,0.24869608057812725,0.28484554824049124,0.32101973752512974,29638345.124813288
D500_F12_V01,500,12,200,500,200.15000000000006,0.15000000000006253,0.21615357943517793,0.24424403015515944,0.27546721229245907,25613043.052617736
D500_F12_V01,500,12,300,500,300.65000000000009,0.65000000000009095,0.20261388971973493,0.22845340973493733,0.26023215939248828,23890664.480088126
D500_F12_V01,500,12,400,500,401.15000000000009,1.1500000000000909,0.2054901349441699,0.23114618365444844,0.2615509989662923,24272298.094689466
D500_F12_V01,500,12,500,500,501.65000000000009,1.6500000000000909,0.2013589985696842,0.23243636454723299,0.26055559384896276,24294523.864104897
