scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,lag,rho,n_pairs
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,37,0.022277092914323383,441
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,38,0.039507348191329929,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,39,-0.054256677241464525,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,40,-0.0080733950464119998,438
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,41,0.10410231709563859,437
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,42,0.069762834746619234,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,43,0.027527671611450647,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,44,-0.0075427427869996545,435
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,45,-0.026102159693498307,434
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,46,-0.011993501925231258,433
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,47,-0.03219329552496257,432
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,48,-0.096212205732271322,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,49,-0.024881383175720185,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,50,-0.10737331608092511,429
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-50,-0.080188802380933788,429
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-49,0.041207594709552417,431
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-48,-0.021786196525345324,431
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-47,0.0069944853021497739,432
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-46,-0.033880215058059875,433
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-45,-0.056229767199281862,434
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-44,-0.024238517812533347,435
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-43,-0.042303719729032199,436
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-42,-0.02910674190216336,436
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-41,0.070877374720274486,437
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-40,0.020793677644976881,438
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-39,0.016949350720801986,440
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-38,0.071385454038987939,440
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-37,-0.030174179045310796,441
D128_F01_V01,128,1,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,-36,-0.086106391346406311,442
