scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,rho,n_pairs
D235_F03_V01,235,3,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,0.10385532131134506,411
D235_F03_V01,235,3,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.51436243304393214,411
D235_F03_V01,235,3,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.61976385832882497,411
D235_F03_V01,235,3,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.12034532879971574,411
D235_F03_V01,235,3,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,0.043491181165217711,411
D235_F03_V01,235,3,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.71046056012456249,411
D235_F03_V01,235,3,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.92514754740907312,411
D235_F05_V01,235,5,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.12650640212493908,382
D235_F05_V01,235,5,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,0.054106101213172997,382
D235_F05_V01,235,5,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.26821026925446195,382
D235_F05_V01,235,5,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.33551737266010584,382
D235_F05_V01,235,5,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.093623320597289839,382
D235_F05_V01,235,5,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,0.026878516185094105,382
D235_F05_V01,235,5,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.079549915391438783,382
D235_F05_V01,235,5,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.098671956123456486,382
D235_F05_V01,235,5,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.10531298278841961,382
D235_F05_V01,235,5,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,0.031959658276349071,382
D235_F05_V01,235,5,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.23629635697202853,382
D235_F05_V01,235,5,common_grid,first_difference,middle_q_raw,tail_q_raw_500um,500,q,0.293806283045426,382
D235_F05_V01,235,5,common_grid,first_difference,lower_mean_raw,tail_mean_raw_100um,100,mean,0.10425361320696531,382
D235_F05_V01,235,5,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,0.13765507757390372,382
D235_F05_V01,235,5,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.54260335177130103,382
D235_F05_V01,235,5,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.65921193537737921,382
D235_F05_V01,235,5,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.15424186522738415,382
D235_F05_V01,235,5,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,0.084925836968348489,382
D235_F05_V01,235,5,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.7460269236794933,382
D235_F05_V01,235,5,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.93666795959773363,382
D235_F07_V01,235,7,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.10824988584688552,410
D235_F07_V01,235,7,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,0.054385808362928986,410
D235_F07_V01,235,7,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.27576876518323479,410
D235_F07_V01,235,7,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.34470148906154169,410
D235_F07_V01,235,7,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.043911667035932224,410
D235_F07_V01,235,7,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,0.0069996208680163652,410
D235_F07_V01,235,7,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.099655647173072667,410
D235_F07_V01,235,7,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.14193038684085554,410
D235_F07_V01,235,7,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.18237153802658973,410
D235_F07_V01,235,7,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,0.11354188929607248,410
D235_F07_V01,235,7,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.22982928613930903,410
D235_F07_V01,235,7,common_grid,first_difference,middle_q_raw,tail_q_raw_500um,500,q,0.24985528997938061,410
D235_F07_V01,235,7,common_grid,first_difference,lower_mean_raw,tail_mean_raw_100um,100,mean,0.0021871257921616746,410
D235_F07_V01,235,7,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,0.026158713963417898,410
D235_F07_V01,235,7,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.43902726311542023,410
D235_F07_V01,235,7,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.57368014406144807,410
D235_F07_V01,235,7,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.13544676214991375,410
D235_F07_V01,235,7,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,0.01214682539526378,410
D235_F07_V01,235,7,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.74571001867958253,410
D235_F07_V01,235,7,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.93870043673508607,410
D235_F10_V01,235,10,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.10396945806917257,448
D235_F10_V01,235,10,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,-0.052611054287038203,448
D235_F10_V01,235,10,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.21064494017813101,448
D235_F10_V01,235,10,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.24841997343622879,448
D235_F10_V01,235,10,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.032668073507335998,448
D235_F10_V01,235,10,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,-0.079378351167076297,448
D235_F10_V01,235,10,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.0011326704490857494,448
D235_F10_V01,235,10,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.026881404719553626,448
D235_F10_V01,235,10,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.17654444627135618,448
D235_F10_V01,235,10,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,0.0098208813876367422,448
